City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kamloops,CA,50.6665,-120.3192,70.79,59,75,11.5,broken clouds
349,Hearst,CA,49.6835,-83.6665,82.65,30,23,6.69,few clouds
350,Xihe,CN,31.6864,113.4659,79.14,86,8,0.72,clear sky
351,San Cristobal,VE,7.7669,-72.225,80.78,58,78,7.31,broken clouds
352,Divnomorskoye,RU,44.5011,38.1353,75.9,62,82,7.0,broken clouds
353,Dicabisagan,PH,17.0818,122.4157,79.07,88,44,2.53,scattered clouds
354,Derzhavinsk,KZ,51.1,66.3167,71.87,62,32,9.6,scattered clouds
355,Inhambane,MZ,-23.865,35.3833,67.17,85,2,7.83,clear sky
356,Srednekolymsk,RU,67.45,153.6833,45.46,49,1,4.25,clear sky
357,Irbil,IQ,36.1926,44.0106,100.22,11,0,9.22,clear sky
358,Klyuchi,RU,52.2667,79.1667,61.99,61,3,13.56,clear sky
359,Cotonou,BJ,6.3654,2.4183,80.58,78,40,13.8,scattered clouds
360,Maldonado,UY,-34.6667,-54.9167,53.22,55,0,15.48,clear sky
361,Ust-Kuyga,RU,70.0167,135.6,43.92,66,99,4.5,overcast clouds
362,Betma,IN,22.6833,75.6167,77.22,88,40,8.05,moderate rain
363,Narsaq,GL,60.9167,-46.05,59.22,65,9,9.64,clear sky
364,Atasu,KZ,48.6814,71.6433,71.2,54,49,9.73,scattered clouds
365,Kermanshah,IR,34.3142,47.065,86.9,5,0,0.0,clear sky
366,Vanimo,PG,-2.6741,141.3028,75.6,89,100,3.65,overcast clouds
367,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,62.42,39,0,4.74,clear sky
368,Thinadhoo,MV,0.5333,72.9333,77.07,88,100,28.79,overcast clouds
369,Yuanping,CN,38.7153,112.7575,68.36,39,86,4.65,overcast clouds
370,Vibo Valentia,IT,38.6996,16.1274,77.59,73,3,1.48,clear sky
371,Vostok,RU,46.4856,135.8833,55.27,93,88,2.3,overcast clouds
372,Pozo Colorado,PY,-23.4923,-58.7972,65.82,34,83,4.85,broken clouds
373,Lac Du Bonnet,CA,50.2536,-96.0612,88.32,49,9,8.37,clear sky
374,Forbes,AU,-33.3833,148.0167,45.91,97,44,6.89,scattered clouds
375,Havre-Saint-Pierre,CA,50.2334,-63.5986,68.36,68,0,17.27,clear sky
376,Lompoc,US,34.6391,-120.4579,90.01,49,3,5.97,clear sky
377,Kuytun,RU,54.3419,101.5036,53.92,93,91,6.76,overcast clouds
378,Barhi,IN,23.9,80.8,84.36,68,63,5.66,broken clouds
379,Coihueco,CL,-36.6167,-71.8333,41.74,93,100,20.71,moderate rain
380,Kaduqli,SD,11.0167,29.7167,80.44,62,74,2.17,light rain
381,Miquelon,PM,47.0975,-56.3814,68.0,91,100,11.97,overcast clouds
382,Boromo,BF,11.75,-2.9333,80.38,73,95,4.61,overcast clouds
383,Mayumba,GA,-3.432,10.6554,71.29,84,68,6.22,broken clouds
384,Solnechnyy,RU,50.7214,136.6319,60.12,78,91,3.29,overcast clouds
385,Teteven,BG,42.9167,24.2667,71.42,26,6,6.11,clear sky
386,Matara,LK,5.9485,80.5353,79.0,85,100,9.06,overcast clouds
387,Mhlume,SZ,-26.0333,31.85,62.44,82,0,2.06,clear sky
388,Sandakan,MY,5.8402,118.1179,76.68,88,20,2.3,few clouds
389,Belyy Yar,RU,53.6039,91.3903,66.09,77,40,13.42,light rain
390,Margate,GB,51.3813,1.3862,81.1,59,82,12.59,broken clouds
391,Conakry,GN,9.538,-13.6773,82.47,78,75,11.5,broken clouds
392,Vaitape,PF,-16.5167,-151.75,76.57,72,65,19.26,light rain
393,Norman Wells,CA,65.282,-126.8329,64.44,77,75,5.75,broken clouds
394,Portland,US,45.5234,-122.6762,72.81,55,75,8.05,broken clouds
395,Moree,AU,-29.4667,149.85,51.64,76,58,6.82,broken clouds
396,Broken Hill,AU,-31.95,141.4333,42.31,91,7,7.25,clear sky
397,Kaset Sombun,TH,16.2805,101.9542,78.21,88,35,4.25,scattered clouds
398,Mikuni,JP,36.2171,136.1519,73.31,86,99,5.95,overcast clouds
399,Esso,RU,55.9333,158.7,56.62,82,34,5.28,scattered clouds
400,Nyimba,ZM,-14.5566,30.8149,65.32,49,66,9.48,broken clouds
401,Pacanga,PE,-7.1667,-79.5,74.25,53,6,13.2,clear sky
402,Bandarbeyla,SO,9.4942,50.8122,76.84,80,13,35.77,few clouds
403,Dorado,PR,18.4588,-66.2677,91.53,76,40,14.97,haze
404,Nouadhibou,MR,20.931,-17.0347,75.18,73,3,31.07,sand
405,Itupiranga,BR,-5.1347,-49.3267,98.92,28,28,3.96,scattered clouds
406,Kieta,PG,-6.2167,155.6333,78.44,84,41,5.26,scattered clouds
407,Alice Springs,AU,-23.7,133.8833,36.95,38,0,0.0,clear sky
408,Shaunavon,CA,49.6501,-108.4181,83.98,24,49,5.41,scattered clouds
409,Zhigansk,RU,66.7697,123.3711,54.5,68,100,12.01,overcast clouds
410,Uige,AO,-7.6087,15.0613,79.09,29,82,1.23,broken clouds
411,Aklavik,CA,68.2191,-135.0107,57.2,100,40,2.3,scattered clouds
412,Ostrovnoy,RU,68.0531,39.5131,61.07,67,38,11.32,scattered clouds
413,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,57.04,87,100,3.27,light rain
414,Moron,AR,-34.6534,-58.6198,59.02,50,0,10.92,clear sky
415,Ordu,TR,40.9086,37.6845,58.68,94,50,3.02,heavy intensity rain
416,Adrar,MR,20.5022,-10.0711,110.43,7,9,12.06,clear sky
417,Hasaki,JP,35.7333,140.8333,75.6,90,54,9.64,broken clouds
418,Gao,ML,16.6362,1.637,98.37,27,13,10.27,few clouds
419,Porto Novo,BJ,6.4965,2.6036,80.42,80,57,8.9,broken clouds
420,Traiguen,CL,-38.25,-72.6833,44.67,92,100,8.75,overcast clouds
421,Belaya Gora,RU,68.5333,146.4167,47.37,60,12,3.24,few clouds
422,Maniitsoq,GL,65.4167,-52.9,42.44,94,100,15.23,moderate rain
423,Penzance,GB,50.1186,-5.5371,74.08,60,100,10.22,overcast clouds
424,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,10.36,overcast clouds
425,Pentecoste,BR,-3.7928,-39.2703,86.2,52,61,10.92,broken clouds
426,Toguchin,RU,55.2353,84.3858,49.69,95,12,9.26,few clouds
427,Dukat,RU,62.55,155.55,50.83,93,100,4.74,light rain
428,Kupang,ID,-10.1667,123.5833,71.02,81,0,8.19,clear sky
429,Usinsk,RU,65.9939,57.5281,63.27,90,99,1.23,overcast clouds
430,Half Moon Bay,US,37.4636,-122.4286,83.8,72,40,13.8,mist
431,Marsh Harbour,BS,26.5412,-77.0636,84.04,73,72,17.2,broken clouds
432,Praya,CV,14.9215,-23.5087,82.94,61,20,21.85,few clouds
433,Boa Vista,BR,2.8197,-60.6733,91.38,49,75,8.05,broken clouds
434,Kitui,KE,-1.367,38.0106,67.69,57,97,10.49,overcast clouds
435,Evensk,RU,61.95,159.2333,52.83,97,100,2.8,light rain
436,La Poza,MX,20.1167,-96.9667,87.37,59,89,5.55,overcast clouds
437,Benguela,AO,-12.5763,13.4055,68.23,85,70,5.35,broken clouds
438,Dana Point,US,33.467,-117.6981,95.94,72,67,5.01,broken clouds
439,Saurimo,AO,-9.6608,20.3916,69.73,32,4,5.64,clear sky
440,Cururupu,BR,-1.8283,-44.8683,86.88,56,49,5.84,scattered clouds
441,Nome,US,64.5011,-165.4064,53.17,59,0,5.75,clear sky
442,Kitimat,CA,54.0524,-128.6534,60.91,20,95,1.54,overcast clouds
443,Minsk,BY,53.9,27.5667,60.55,88,50,7.43,scattered clouds
444,Piste,MX,20.7,-88.5833,97.77,34,12,3.2,few clouds
445,Kotlas,RU,61.2611,46.6556,59.23,86,71,1.66,broken clouds
446,Abu Samrah,SY,35.3029,37.1841,85.48,34,0,11.77,clear sky
447,Nago,JP,26.5881,127.9761,82.83,88,100,17.72,moderate rain
448,Sangmelima,CM,2.9333,11.9833,70.68,83,100,1.79,overcast clouds
449,Longyearbyen,SJ,78.2186,15.6401,48.04,81,75,2.3,broken clouds
450,Nha Trang,VN,12.25,109.1833,78.8,88,72,5.17,broken clouds
451,Farafangana,MG,-22.8167,47.8333,66.43,78,11,7.92,light rain
452,Rio Grande,BR,-32.035,-52.0986,57.31,61,3,13.22,clear sky
453,Kampong Cham,KH,11.9934,105.4635,78.28,90,63,5.7,moderate rain
454,Jimma,ET,7.6667,36.8333,61.16,96,96,1.92,light rain
455,Dengzhou,CN,37.8086,120.7508,72.59,86,13,3.4,few clouds
456,Bulolo,PG,-7.2,146.65,67.46,97,93,1.48,overcast clouds
457,Mana,GF,5.6592,-53.7767,82.62,73,70,7.63,broken clouds
458,Lengshuitan,CN,26.4111,111.5956,80.82,87,100,4.72,overcast clouds
459,Akwatia,GH,6.0402,-0.8088,75.13,84,81,6.17,broken clouds
460,Minbu,MM,20.1833,94.8833,81.77,77,86,7.56,overcast clouds
461,Isparta,TR,38.0,31.0,70.36,42,0,12.15,clear sky
462,Hirara,JP,24.8,125.2833,84.76,87,99,22.95,overcast clouds
463,Sarakhs,IR,36.5449,61.1577,92.68,9,0,13.31,clear sky
464,Mehamn,NO,71.0357,27.8492,55.35,76,40,6.91,scattered clouds
465,Huangpi,CN,30.8845,114.3779,84.31,84,0,6.71,clear sky
466,Lamu,KE,-2.2717,40.902,75.74,81,27,18.19,scattered clouds
467,Ganzhou,CN,28.8184,115.4327,78.57,82,95,2.1,overcast clouds
468,Nelson Bay,AU,-32.7167,152.15,57.0,81,0,5.99,clear sky
469,Mount Pleasant,US,32.7941,-79.8626,87.31,80,0,9.22,clear sky
470,Taber,CA,49.8167,-112.1518,73.6,64,2,12.66,clear sky
471,Ayagoz,KZ,47.9714,80.4392,65.53,63,75,8.84,broken clouds
472,Borger,NL,52.9233,6.7931,76.82,57,99,5.26,overcast clouds
473,Galesong,ID,-5.3166,119.3661,77.02,82,78,6.46,broken clouds
474,Kysyl-Syr,RU,63.8986,122.7617,63.05,97,78,3.98,broken clouds
475,Sisimiut,GL,66.9395,-53.6735,46.99,76,96,2.98,overcast clouds
476,Ilkal,IN,15.9667,76.1333,74.7,82,100,17.31,moderate rain
477,Mayo,US,38.8876,-76.5119,87.37,78,0,8.05,clear sky
478,Manadhoo,MV,5.7667,73.3833,81.19,79,100,18.99,overcast clouds
479,Jijiga,ET,9.35,42.8,66.38,65,64,13.94,broken clouds
480,Ati,TD,13.2154,18.3353,79.88,70,88,11.34,overcast clouds
481,Salinas,US,36.6777,-121.6555,76.01,63,20,4.61,few clouds
482,Vao,NC,-22.6667,167.4833,70.32,74,93,18.77,overcast clouds
483,Great Yarmouth,GB,52.6083,1.7305,80.85,55,86,14.9,overcast clouds
484,Tateyama,JP,34.9833,139.8667,75.09,91,46,15.61,light rain
485,Honiara,SB,-9.4333,159.95,75.99,85,59,7.38,broken clouds
486,Camacha,PT,33.0833,-16.3333,72.82,64,20,16.11,few clouds
487,Zabid,YE,14.1951,43.3152,88.9,53,92,14.54,overcast clouds
488,Mao,ES,39.8885,4.2658,88.36,51,0,5.75,clear sky
489,Menongue,AO,-14.6585,17.691,58.82,34,2,5.93,clear sky
490,Lazaro Cardenas,MX,17.9583,-102.2,87.58,59,90,4.09,overcast clouds
491,Providencia,MX,28.7167,-111.5833,94.21,58,90,7.18,overcast clouds
492,Klaksvik,FO,62.2266,-6.589,50.92,84,81,22.93,broken clouds
493,Port Hedland,AU,-20.3167,118.5667,55.45,62,0,5.75,clear sky
494,Faanui,PF,-16.4833,-151.75,76.59,72,62,19.1,light rain
495,Chapais,CA,49.7834,-74.8492,74.98,31,79,8.03,broken clouds
496,La Malbaie,CA,47.6575,-70.1559,79.34,68,35,5.44,scattered clouds
497,Leh,IN,34.1667,77.5833,64.87,48,93,3.76,overcast clouds
498,Jodhpur,IN,26.2867,73.03,90.16,60,74,6.6,broken clouds
499,Alekseyevsk,RU,57.8406,108.3492,54.46,95,24,2.35,few clouds
500,Tanete,ID,-3.9443,119.7848,72.91,97,100,2.15,light rain
501,Sretensk,RU,52.2453,117.7093,60.37,99,100,2.53,overcast clouds
502,Dhandhuka,IN,22.3667,71.9833,82.83,78,98,14.56,overcast clouds
503,Tapes,BR,-30.6733,-51.3958,57.78,61,9,8.19,clear sky
504,Ailigandi,PA,9.2333,-78.0167,83.53,71,100,6.44,overcast clouds
505,Burns Lake,CA,54.2331,-125.7533,58.42,45,15,4.36,few clouds
506,Santos Dumont,BR,-21.4567,-43.5525,86.11,28,100,6.82,overcast clouds
507,Krasnoselkup,RU,65.7,82.4667,52.57,80,48,10.11,scattered clouds
508,Dayong,CN,25.0209,118.2898,79.75,93,100,1.95,overcast clouds
509,Khandyga,RU,62.6667,135.6,67.48,86,5,2.75,clear sky
510,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,73,20,21.85,few clouds
511,Mariakani,KE,-3.8633,39.4736,70.41,85,39,9.84,scattered clouds
512,Umba,RU,66.6871,34.3429,56.3,80,25,8.25,light rain
513,Seymchan,RU,62.8833,152.4333,54.82,93,100,7.58,overcast clouds
514,Riviere-Au-Renard,CA,48.9957,-64.3971,66.49,66,50,6.2,scattered clouds
515,Samarai,PG,-10.6167,150.6667,78.84,84,33,8.32,light rain
516,Zhizdra,RU,53.746,34.7395,55.85,91,87,4.68,overcast clouds
517,Ca Mau,VN,9.1769,105.15,78.17,90,74,4.03,broken clouds
518,Bocas Del Toro,PA,9.3333,-82.25,82.42,71,75,7.25,broken clouds
519,Gwanda,ZW,-20.9333,29.0,55.13,72,9,6.78,clear sky
520,Saint-Pierre,RE,-21.3393,55.4781,69.91,72,40,14.97,scattered clouds
521,Mushie,CD,-3.0167,16.9,86.5,37,63,2.08,broken clouds
522,Atar,MR,20.5169,-13.0499,113.68,6,8,18.19,clear sky
523,Gornorechenskiy,RU,44.2624,135.1133,58.57,98,99,0.94,overcast clouds
524,Nurota,UZ,40.5614,65.6886,89.37,14,0,15.68,clear sky
525,Trairi,BR,-3.2778,-39.2689,85.14,61,63,14.43,broken clouds
526,Antofagasta,CL,-23.65,-70.4,58.28,65,0,8.66,clear sky
527,Tomball,US,30.0972,-95.6161,97.92,46,35,3.0,scattered clouds
528,Grand Forks,US,47.9417,-97.4337,87.73,62,0,10.36,clear sky
529,Sainte-Maxime,FR,43.3,6.6333,94.12,59,7,2.39,clear sky
530,Prince Rupert,CA,54.3161,-130.3201,55.49,88,40,3.44,scattered clouds
531,Northam,GB,51.0333,-4.2167,83.25,37,99,2.73,overcast clouds
532,Matata,NZ,-37.8833,176.75,42.85,87,97,4.12,overcast clouds
533,Raipur,IN,21.2333,81.6333,78.94,94,40,3.44,mist
534,Pitimbu,BR,-7.4706,-34.8086,77.59,80,50,18.14,scattered clouds
535,Puerto Berrio,CO,6.4916,-74.4033,89.24,55,88,4.65,overcast clouds
536,Binga,ZW,-17.6203,27.3414,63.41,47,2,1.88,clear sky
537,Olga,RU,43.7444,135.2892,59.92,93,100,5.01,overcast clouds
538,Chicama,PE,-7.8447,-79.1469,61.34,57,22,10.42,few clouds
539,Whitehorse,CA,60.7161,-135.0538,53.02,87,75,17.27,broken clouds
540,Yumen,CN,40.2833,97.2,76.66,37,98,10.25,overcast clouds
541,Gushikawa,JP,26.3544,127.8686,81.99,89,100,14.97,moderate rain
542,Berbera,SO,10.4396,45.0143,92.84,39,14,17.72,few clouds
543,Sabang,ID,5.8933,95.3214,82.24,75,75,6.46,broken clouds
544,Yakeshi,CN,49.2833,120.7333,61.0,91,100,3.29,overcast clouds
545,George Town,MY,5.4112,100.3354,84.88,90,20,2.3,few clouds
546,Arlit,NE,18.7369,7.3853,95.61,28,45,16.58,scattered clouds
547,Lorengau,PG,-2.0226,147.2712,81.5,80,90,9.71,heavy intensity rain
548,Vardo,NO,70.3705,31.1107,57.18,82,0,5.75,clear sky
549,Myitkyina,MM,25.3833,97.4,76.23,98,45,1.7,scattered clouds
550,Arazede,PT,40.2863,-8.65,73.04,61,22,8.21,few clouds
551,Weston,US,26.1004,-80.3998,93.0,66,84,5.99,broken clouds
552,Candolim,IN,15.5181,73.7626,78.8,89,75,13.8,light intensity drizzle
553,Alenquer,BR,-1.9417,-54.7383,92.73,40,29,6.02,scattered clouds
554,Hay River,CA,60.8156,-115.7999,73.38,56,100,12.66,overcast clouds
555,Timra,SE,62.487,17.3257,59.68,55,100,10.36,light rain
556,Moranbah,AU,-22.0016,148.0466,56.28,82,66,6.22,broken clouds
557,Neiafu,TO,-18.65,-173.9833,74.08,88,75,9.22,broken clouds
558,Telc,CZ,49.1842,15.4528,70.9,61,21,4.27,few clouds
559,Bac Lieu,VN,9.285,105.7244,79.83,86,89,7.07,overcast clouds
560,Craig,US,40.5153,-107.5464,82.35,34,0,5.75,clear sky
561,Tarapur,IN,19.85,72.7,80.11,87,99,15.7,overcast clouds
562,Ketchikan,US,55.3422,-131.6461,57.67,88,100,11.5,overcast clouds
563,Sarh,TD,9.1429,18.3923,78.71,78,0,5.75,clear sky
564,Sampit,ID,-2.5333,112.95,71.64,93,100,3.44,overcast clouds
565,Goderich,CA,43.7501,-81.7165,73.72,73,100,8.05,overcast clouds
566,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,71,47,5.91,scattered clouds
567,Baijiantan,CN,45.6333,85.1833,89.92,18,38,6.96,scattered clouds
568,Port Hardy,CA,50.6996,-127.4199,55.58,88,100,8.05,light intensity drizzle
569,Zhangzhou,CN,24.5133,117.6556,85.93,89,100,1.97,overcast clouds
570,Sobolevo,RU,54.4299,31.8996,55.96,84,88,5.44,light rain
571,Saint-Francois,FR,46.4154,3.9054,87.24,30,0,4.61,clear sky
572,Ojinaga,MX,29.5667,-104.4167,96.42,36,0,6.91,clear sky
573,Calatayud,ES,41.3535,-1.6432,100.06,14,2,6.73,clear sky
574,Ambilobe,MG,-13.2,49.05,71.73,56,60,6.22,broken clouds
575,Egra,CZ,50.0796,12.3739,76.93,48,20,4.27,few clouds
576,Bibiani,GH,6.4635,-2.3194,72.63,95,77,3.87,light rain
577,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,46,0,24.16,clear sky
578,Kisangani,CD,0.5167,25.2,72.43,94,93,2.3,moderate rain
579,Oban,GB,56.4127,-5.4706,66.38,79,100,1.81,light rain
580,Mabay,PH,6.0577,124.4666,78.58,82,94,5.35,moderate rain
581,Dakar,SN,14.6937,-17.4441,85.08,65,75,16.11,broken clouds
582,Sa Kaeo,TH,13.75,102.3333,76.96,88,99,5.12,overcast clouds
583,Jalu,LY,29.0331,21.5482,92.16,19,0,11.01,clear sky
584,Zhanjiang,CN,21.2815,110.3427,82.0,90,100,7.0,overcast clouds
585,San Lorenzo,PY,-25.3333,-57.5333,59.94,58,75,5.99,broken clouds
586,Yeppoon,AU,-23.1333,150.7333,51.58,89,75,5.91,broken clouds
587,Bagdarin,RU,54.4333,113.6,52.52,97,94,2.37,overcast clouds
588,Khorinsk,RU,52.1657,109.7726,56.21,51,3,1.54,clear sky
589,Soskovo,RU,52.7475,35.3828,54.97,91,88,4.41,light rain
590,Teeli,RU,51.0333,90.2333,55.17,81,87,2.75,overcast clouds
591,Yarmouth,US,41.7057,-70.2286,85.17,75,40,9.22,scattered clouds
592,Uray,RU,60.1247,64.7758,61.83,57,89,1.07,overcast clouds
593,Templin,DE,53.1186,13.5022,71.82,47,18,7.72,few clouds
594,Lubben,DE,51.95,13.9,75.25,41,28,3.53,scattered clouds
595,Wageningen,NL,51.9667,5.6667,79.03,39,100,5.75,overcast clouds
596,Quartucciu,IT,39.2519,9.1794,86.02,61,0,12.66,clear sky
597,Buraydah,SA,26.326,43.975,99.05,9,67,8.57,broken clouds
598,Bangkalan,ID,-7.0455,112.7351,78.75,84,100,9.22,overcast clouds
599,Le Portel,FR,50.7056,1.5757,83.89,43,94,6.76,overcast clouds
600,Cairns,AU,-16.9167,145.7667,67.95,85,100,6.91,overcast clouds
601,Ucluelet,CA,48.9329,-125.5528,61.11,89,70,1.01,broken clouds
602,North Bend,US,43.4065,-124.2243,73.24,88,0,1.99,clear sky
603,Sri Aman,MY,1.2376,111.4621,75.25,94,98,0.0,overcast clouds
604,Mosquera,CO,4.7059,-74.2302,62.69,59,75,6.91,broken clouds
605,Tobermory,CA,45.2501,-81.6665,67.87,76,79,8.59,broken clouds
606,Kavaratti,IN,10.5669,72.642,82.36,76,100,17.85,overcast clouds
607,Aginskoye,RU,51.1,114.53,59.63,66,100,2.82,overcast clouds
608,Zgierz,PL,51.8556,19.4062,69.19,47,0,11.5,clear sky
609,Turkan,AZ,40.3639,50.215,78.98,73,0,11.5,clear sky
610,Pemangkat,ID,1.1667,108.9667,77.97,77,100,5.35,overcast clouds
611,Aktash,RU,50.3,87.7333,44.91,87,81,4.36,light rain
612,Tsabong,BW,-26.0217,22.401,61.16,37,1,8.23,clear sky
613,Lasa,IT,46.6166,10.7002,75.29,68,19,0.67,few clouds
614,Lewisporte,CA,49.2499,-55.0482,82.11,45,48,9.86,scattered clouds
615,Dunedin,NZ,-45.8742,170.5036,52.39,71,93,10.6,overcast clouds
616,Meulaboh,ID,4.1363,96.1285,77.72,86,66,2.75,broken clouds
617,Edd,ER,13.9297,41.6925,89.58,65,63,4.97,broken clouds
618,Manga,BF,11.6636,-1.0731,80.85,74,81,0.98,broken clouds
619,Provost,CA,52.3501,-110.2683,72.05,54,36,8.7,scattered clouds
620,Pitea,SE,65.3172,21.4794,59.09,77,100,8.05,overcast clouds
621,Kozhva,RU,65.1073,57.0459,63.0,91,100,3.13,overcast clouds
622,Shingu,JP,33.7333,135.9833,74.25,87,100,5.3,overcast clouds
623,Lima,PE,-12.0432,-77.0282,59.25,77,100,6.91,overcast clouds
624,Tres Barras,BR,-26.1064,-50.3222,64.02,43,100,2.91,overcast clouds
625,Cayenne,GF,4.9333,-52.3333,87.84,1,20,8.05,few clouds
626,Fuzhou,CN,26.0614,119.3061,82.29,97,100,2.51,overcast clouds
627,Nuuk,GL,64.1835,-51.7216,45.12,84,100,20.24,overcast clouds
628,Purranque,CL,-40.9167,-73.1667,45.28,97,100,4.47,overcast clouds
629,Trelew,AR,-43.249,-65.3051,52.68,40,68,20.8,broken clouds
630,Tual,ID,-5.6667,132.75,78.73,78,96,20.49,overcast clouds
631,Quatre Cocos,MU,-20.2078,57.7625,69.91,65,53,22.46,broken clouds
632,Bozeman,US,45.6796,-111.0386,89.2,44,7,13.2,clear sky
633,Florianopolis,BR,-27.6146,-48.5012,68.13,68,20,12.66,few clouds
634,Morro Bay,US,35.3658,-120.8499,92.71,46,19,5.99,few clouds
635,Mezhdurechenskiy,RU,59.6,65.9333,60.93,58,98,1.57,overcast clouds
636,Zdvinsk,RU,54.7021,78.661,55.38,84,26,8.25,scattered clouds
637,Naze,JP,28.3667,129.4833,79.72,84,100,16.4,overcast clouds
638,Montalvo,EC,-1.8,-79.3333,87.64,57,58,4.36,light rain
639,Emerald,AU,-23.5333,148.1667,57.34,79,54,5.99,broken clouds
640,Lavrentiya,RU,65.5833,-171.0,46.65,94,100,9.51,overcast clouds
641,Eregli,TR,37.5133,34.0467,75.18,41,0,12.17,clear sky
642,Padang,ID,-0.9492,100.3543,73.45,81,84,3.62,broken clouds
643,Liverpool,GB,53.4106,-2.9779,87.89,34,0,14.97,clear sky
644,Ayr,GB,55.4627,-4.6339,73.38,46,0,12.66,clear sky
645,Dondo,MZ,-19.6094,34.7431,64.15,89,36,4.81,scattered clouds
646,Altagracia De Orituco,VE,9.8601,-66.3814,84.94,64,75,4.14,broken clouds
647,Saint-Georges,GD,12.0564,-61.7485,85.68,74,40,24.16,scattered clouds
648,Atambua,ID,-9.1061,124.8925,66.69,83,45,5.53,scattered clouds
649,Ranong,TH,9.9658,98.6348,78.8,88,88,5.14,overcast clouds
650,Bima,ID,-8.4667,118.7167,71.06,92,29,3.67,scattered clouds
651,Tiznit,MA,29.5833,-9.5,82.42,47,1,5.79,clear sky
652,Oskarshamn,SE,57.2645,16.4484,70.99,53,100,5.12,overcast clouds
653,Kampong Thum,KH,12.7111,104.8887,78.85,89,100,0.85,moderate rain
654,Omsukchan,RU,62.5333,155.8,51.96,94,100,5.64,light rain
655,Asyut,EG,27.181,31.1837,91.58,19,2,10.45,clear sky
656,Biltine,TD,14.5333,20.9167,75.25,90,91,18.79,heavy intensity rain
657,Campo Formoso,BR,-10.5075,-40.3214,77.09,52,56,11.97,broken clouds
658,Ola,RU,59.5833,151.2833,57.15,97,99,5.93,overcast clouds
659,Layou,VC,13.2,-61.2667,79.99,83,75,17.27,broken clouds
660,Kingman,US,35.1894,-114.053,100.18,19,45,1.99,scattered clouds
661,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,17.27,broken clouds
662,Dhankuta,NP,26.9833,87.3333,70.83,88,95,1.43,overcast clouds
663,Rudnogorsk,RU,57.2639,103.7519,49.98,95,1,1.16,clear sky
664,Puerto Madryn,AR,-42.7692,-65.0385,53.02,42,60,18.66,broken clouds
665,Konya,TR,38.1667,32.5,72.57,37,0,7.54,clear sky
666,Salina,US,38.8403,-97.6114,89.31,61,3,5.99,clear sky
667,Kristinehamn,SE,59.3098,14.1081,68.56,63,87,6.6,overcast clouds
668,Pringsewu,ID,-5.3582,104.9744,73.81,98,89,1.83,overcast clouds
669,Praia,CV,14.9215,-23.5087,82.94,61,20,21.85,few clouds
670,Wajid,SO,3.8093,43.2471,79.38,49,98,19.39,overcast clouds
671,Kargopol,RU,61.5071,38.9456,59.76,66,98,2.86,overcast clouds
672,Kushiro,JP,42.975,144.3747,64.02,99,100,6.51,overcast clouds
673,Piterka,RU,50.6803,47.4454,74.23,51,3,6.64,clear sky
674,Mobaye,CF,4.319,21.1786,74.43,86,66,1.92,broken clouds
675,Talavera De La Reina,ES,39.9635,-4.8308,106.88,10,3,8.99,clear sky
676,Olafsvik,IS,64.8945,-23.7142,51.37,83,63,3.33,broken clouds
677,Garowe,SO,8.4054,48.4845,85.71,34,40,26.69,scattered clouds
678,Wukari,NG,7.85,9.7833,77.11,77,100,2.75,overcast clouds
679,Sindor,RU,62.8629,51.8905,65.37,56,67,4.72,broken clouds
680,Freeport,US,40.6576,-73.5832,86.25,63,75,12.66,broken clouds
681,Westport,US,41.1415,-73.3579,86.72,62,0,6.91,clear sky
682,Havelock,US,34.8791,-76.9013,88.99,73,0,9.22,clear sky
683,Zakopane,PL,49.299,19.9489,63.03,71,99,2.48,overcast clouds
684,Kokopo,PG,-4.352,152.2633,76.33,81,94,4.74,overcast clouds
685,Coquimbo,CL,-29.9533,-71.3436,56.93,62,0,11.5,clear sky
686,Dickinson,US,29.4608,-95.0513,97.12,56,76,3.0,broken clouds
687,Nhamunda,BR,-2.1861,-56.7131,95.4,37,34,5.17,scattered clouds
688,Krasnoyarskiy,RU,51.965,59.8967,71.28,61,62,5.66,broken clouds
689,Lata,PT,40.1629,-8.3327,80.17,48,25,8.41,scattered clouds
690,Goundi,TD,9.3627,17.366,70.68,97,100,3.47,light rain
691,Grindavik,IS,63.8424,-22.4338,52.27,82,75,11.5,broken clouds
692,Bulanash,RU,57.2783,61.9965,59.47,96,57,3.44,broken clouds
693,Flinders,AU,-34.5833,150.8552,53.26,70,43,5.99,scattered clouds
694,Makakilo City,US,21.3469,-158.0858,76.69,74,52,20.87,broken clouds
